,movie_id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,director,cast
11,73247,Heartbeeps,"['Comedy', 'Romance', 'Family']","['servant', 'future', 'chase', 'lovers', 'outlaw', 'robot']",10000000,2154696,518056,45141.0,6,79.0,1981,en,['United States of America'],['Universal Pictures'],['Allan Arkush'],"['Andy Kaufman', 'Bernadette Peters', 'Randy Quaid', 'Kenneth McMillan', 'Melanie Mayron', 'Christopher Guest', 'Richard B. Shull', 'Dick Miller', 'Kathleen Freeman', 'Mary Woronov']"
12,46849,Eye of the Dolphin,['Drama'],"['dolphin', 'island', 'research', 'tourist', 'town']",2500000,71904,301884,44933.0,7,100.0,2007,en,['United States of America'],"['Gold/Miller Productions', '120dB Films', 'Paradise Productions', 'Quantum Entertainment', 'MovieBank', 'Galaxy Productions']",['Michael D. Sellers'],"['Carly Schroeder', 'Adrian Dunbar', 'George Harris', 'Katharine Ross', 'Christine Adams', 'Jane Lynch', 'Andrea Bowen', 'Rudy Levarity', 'Joey Jameka', 'Vivica Watkins']"
13,15699,Opal Dream,"['Drama', 'Family', 'Foreign']","['miner', 'australia', 'terminal illness', 'imaginary friend', 'independent film']",5000000,140666,1458884,44932.0,7,86.0,2006,en,['Australia'],['Renaissance Films'],['Peter Cattaneo'],"['Sapphire Boyce', 'Christian Byers', 'Vince Colosimo', 'Jacqueline McKenzie', 'Robert Morgan']"
14,43306,A Guy Named Joe,"['Drama', 'Romance', 'War']","['pilot', 'airplane', 'ghost']",2627000,5363000,531444,6.0,8,120.0,1944,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Victor Fleming'],"['Spencer Tracy', 'Irene Dunne', 'Van Johnson', 'Ward Bond', 'James Gleason', 'Lionel Barrymore', 'Barry Nelson', 'Esther Williams', ""Henry O'Neill"", 'Don DeFore']"
15,55604,Boom Town,"['Adventure', 'Drama', 'Romance']","['partnership', 'oil', 'oil tycoon', 'wildcatter', 'oil field']",2000000,9172000,1867004,45052.0,8,119.0,1940,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Jack Conway'],"['Clark Gable', 'Spencer Tracy', 'Claudette Colbert', 'Hedy Lamarr', 'Frank Morgan', 'Lionel Atwill', 'Chill Wills', 'Bess Flowers', 'Marion Martin', 'Minna Gombell']"
16,29996,Solomon and Sheba,"['Drama', 'History', 'Romance', 'War']","['israel', 'egypt', 'religion and supernatural', 'epic']",5000000,12200000,835617,45021.0,8,139.0,1959,en,['United States of America'],['Edward Small Productions'],['King Vidor'],"['Yul Brynner', 'Gina Lollobrigida', 'George Sanders', 'Marisa Pavan', 'David Farrar']"
17,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",['Comedy'],['alan smithee'],10000000,45779,666218,3.0,9,86.0,1998,en,['United States of America'],"['Hollywood Pictures', 'Cinergi Pictures Entertainment']","['Alan Smithee', 'Arthur Hiller']","['Jackie Chan', 'Sylvester Stallone', 'Whoopi Goldberg', 'Eric Idle', ""Ryan O'Neal"", 'Coolio', 'Chuck D.', 'Richard Jeni', 'Leslie Stefanson', 'Harvey Weinstein']"
18,63020,The Perez Family,"['Comedy', 'Drama', 'Romance']","['immigration', 'independent film', 'woman director', 'political prisoner', 'cuban refugees']",11000000,2832826,1187671,45083.0,9,113.0,1995,en,['United States of America'],"['Samuel Goldwyn Company, The']",['Mira Nair'],"['Marisa Tomei', 'Alfred Molina', 'Anjelica Huston', 'Chazz Palminteri', 'Trini Alvarado']"
19,301748,The Opposite Sex,['Comedy'],"['bet', 'divorce', 'gender', 'battle of the sexes', 'life competition']",3300000,45000,2964785,44930.0,9,96.0,2014,en,['United States of America'],"['Magna Global Entertainment', 'Verdi Productions']","['Jonathan Silverman', 'Jennifer Finnigan']","['Mena Suvari', 'Eric Roberts', 'Kristin Chenoweth', 'Dana Ashbrook', 'Kenan Thompson']"
20,47889,Ruby in Paradise,"['Drama', 'Romance']",['independent film'],800000,1001437,59424,45082.0,10,114.0,1993,en,['United States of America'],"['Ruby in Paradise', 'Full Crew/Say Yea']",['Victor Nunez'],"['Ashley Judd', 'Todd Field', 'Bentley Mitchum', 'Dorothy Lyman', 'Allison Dean']"
21,18475,The Cookout,"['Comedy', 'Drama']",['comedy'],16000000,12,830596,45081.0,10,97.0,2004,en,['United States of America'],['Cookout Productions'],['Lance Rivera'],"['Ja Rule', 'Tim Meadows', 'Jenifer Lewis', 'Jonathan Silverman', 'Eve']"
22,54897,The Grace Card,['Drama'],"[""family's daily life"", 'bible', 'platonic love', 'hope', 'church service', 'death of a friend', 'police everyday life']",200000,2295733,616283,45052.0,10,101.0,2011,en,['United States of America'],['GraceWorks Pictures'],['David Evans '],"['Michael Joiner', 'Michael Higgenbottom', 'Louis Gossett, Jr.', 'Cindy Hodge']"
23,58680,Woo,"['Comedy', 'Romance']","['blind date', 'love', 'manhattan, new york city', 'woman director']",13000000,8026971,1750054,45051.0,10,84.0,1998,en,['United States of America'],"['New Line Cinema', 'New Deal Productions', 'Gotham Entertainment Group']",['Daisy von Scherler Mayer'],"['Jada Pinkett Smith', 'Tommy Davidson', 'Duane Martin', 'Michael Ralph', 'Darrel Heath', 'Dave Chappelle', 'Paula Jai Parker', 'LL Cool J', 'Dartanyan Edmonds', 'Foxy Brown']"
24,24227,Excessive Force,['Action'],"['police', 'shoulder holster', 'police shootout', 'shootout at a train station']",3000000,1200000,1279106,45050.0,10,87.0,1993,en,['United States of America'],"['New Line Cinema', 'Ian Page Productions', '3 Arts Entertainment']",['Jon Hess'],"['Thomas Ian Griffith', 'Lance Henriksen', 'James Earl Jones', 'Burt Young', 'Tony Todd']"
25,36696,Space Dogs,"['Family', 'Animation']","['russia', 'space mission', 'space', 'outer space', 'dog']",25000000,6500000,5753564,44991.0,10,85.0,2010,ru,"['United States of America', 'Russia']",['CN Film'],"['Inna Evlannikova', 'Svyatoslav Ushakov']","['Anna Bolshova', 'Evgeny Mironov', 'Sergey Garmash', 'Aleksandr Bashirov', 'Elena Yakovleva', 'Chloë Grace Moretz', 'Dorothy Elias-Fahn', 'Spike Spencer', 'Richard Epcar', 'J. B. Blanc']"
26,87729,Jefferson in Paris,"['Drama', 'Romance']","['france', 'revolution', 'biography', 'president', 'history']",14000000,2474000,900442,44962.0,10,139.0,1995,en,['United States of America'],"['Merchant Ivory Productions', 'Touchstone Pictures']",['James Ivory'],"['Nick Nolte', 'Greta Scacchi', 'Thandie Newton', 'Gwyneth Paltrow', 'Jean-Pierre Aumont', 'Simon Callow', 'Seth Gilliam', 'James Earl Jones', 'Michael Lonsdale', 'Nancy Marchand']"
27,14351,Crossover,"['Action', 'Adventure', 'Drama']","['street gang', 'black people', 'sport', 'high school sports']",5800000,7000000,3201886,44961.0,10,95.0,2006,en,['United States of America'],"['360 Pictures', 'Dribble Productions', 'Platinum Equity']",['Preston A. Whitmore II'],"['Anthony Mackie', 'Marcello Thedford', 'Allen Payne', 'Wesley Jonathan', 'Wayne Brady', ""Lil' JJ"", 'Philip Champion', 'Alecia Jai Fears', 'Kristen Wilson', 'William L. Johnson']"
28,49471,Get on the Bus,['Drama'],"['washington d.c.', 'bus', 'march']",2400000,5731103,4623059,7.0,11,120.0,1996,en,['United States of America'],"['Columbia Pictures', '40 Acres & A Mule Filmworks']",['Spike Lee'],"['Ossie Davis', 'Charles S. Dutton', 'Andre Braugher', 'Richard Belzer', ""De'Aundre Bonds"", 'Thomas Jefferson Byrd', 'Isaiah Washington', 'Bernie Mac', 'Wendell Pierce', 'Harry Lennix']"
29,24973,The Egyptian,"['History', 'Drama']",['egypt'],5000000,15000000,4079111,6.0,11,139.0,1954,en,['United States of America'],['Twentieth Century Fox Film Corporation'],['Michael Curtiz'],"['Jean Simmons', 'Victor Mature', 'Gene Tierney', 'Peter Ustinov', 'Edmund Purdom', 'Michael Wilding', 'Bella Darvi', 'Judith Evelyn', 'Henry Daniell', 'John Carradine']"
30,78394,Sea Rex 3D: Journey to a Prehistoric World,['Documentary'],"['prehistoric', 'dinosaur', 'imax', 'underwater scene', '3d', 'short']",5000000,4074023,4498368,45174.0,11,41.0,2010,en,"['France', 'United Kingdom']","['N3D Land Productions', 'Mantello Brothers Productions']","['Ronan Chapalain', 'Pascal Vuong']","['Guillaume Denaiffe', 'Norbert Ferrer', 'Chloe Hollings', 'Richard Rider', 'Tom Yang']"
31,46889,Living Out Loud,"['Comedy', 'Drama', 'Romance']","['female protagonist', 'relationship', 'divorce', 'brooklyn bridge']",12000000,12902790,700792,44990.0,11,100.0,1998,en,['United States of America'],"['New Line Cinema', 'Jersey Films']",['Richard LaGravenese'],"['Holly Hunter', 'Danny DeVito', 'Queen Latifah', 'Martin Donovan', 'Rachael Leigh Cook']"
32,55123,Tumbleweeds,"['Comedy', 'Drama']",['independent film'],312000,1281176,1505703,44963.0,11,102.0,1999,en,['United States of America'],['Fine Line Features'],"[""Gavin O'Connor""]","['Janet McTeer', 'Kimberly J. Brown', 'Jennifer Paige']"
33,59728,The 5th Quarter,['Drama'],"['american football', 'loss of brother', 'funeral', 'sport', 'prayer', 'gymnasium', 'coach', 'based on true story', 'number in title', 'family relationships', 'auto accident']",6000000,399611,215464,45111.0,12,97.0,2011,en,['United States of America'],"['McCreary Entertainment', 'Angel City Pictures']",['Rick Bieber'],"['Aidan Quinn', 'Andie MacDowell', 'Ryan Merriman', 'Michael Harding', 'Stacy Earl', 'Matt McGrath', 'Jillian Batherson', 'Anessa Ramsey', 'Sammy Nagi Njuguna', 'Stefan Guy']"
34,17926,Undiscovered,"['Comedy', 'Romance']","['independent film', 'aspiring singer', 'singer', 'los angeles']",9000000,1046166,2009597,45050.0,12,97.0,2005,en,['United States of America'],"['Lakeshore Entertainment', 'Intermedia Films', 'Cinerenta Medienbeteiligungs KG']",['Meiert Avis'],"['Kip Pardue', 'Carrie Fisher', 'Shannyn Sossamon', 'Pell James', 'Steven Strait', 'Stephen Moyer', 'Ashlee Simpson', 'Fisher Stevens', 'Perrey Reeves', 'Peter Weller']"
35,39209,Shalako,['Western'],"['native american', 'gunfighter', 'hunting party']",1455000,2620000,3598457,45021.0,12,113.0,1968,en,"['United States of America', 'Germany']","['Central Cinema Company Film', 'Palomar Pictures International', 'Kingston Film Productions Ltd.']",['Edward Dmytryk'],"['Sean Connery', 'Brigitte Bardot', 'Jack Hawkins', 'Stephen Boyd', 'Peter van Eyck', 'Honor Blackman', 'Woody Strode', 'Alexander Knox', 'Eric Sykes', 'Valerie French']"
36,30973,The Visual Bible: The Gospel of John,"['Drama', 'History']","['miracle', 'jesus christ', 'last supper', 'bible', 'christian', 'god', 'sermon on the mount']",10000000,4069090,3208172,44965.0,12,125.0,2003,en,"['Canada', 'United Kingdom']","['Gospel of John Ltd.', 'Toronto Film Studios', 'Visual Bible International']",['Philip Saville'],"['Christopher Plummer', 'Henry Ian Cusick', 'Stuart Bunce', 'Daniel Kash', 'Stephen Russell', 'Alan van Sprang', 'Diana Berriman', 'Richard Lintern', 'Scott Handy', 'Lynsey Baxter']"
37,15005,One Night with the King,['Drama'],"['based on novel', 'persia', 'queen', 'esther']",20000000,13391174,3476925,44932.0,12,123.0,2006,en,['United States of America'],['Gener8Xion Entertainment'],['Michael O. Sajbel'],"['Tiffany Dupont', ""Peter O'Toole"", 'Luke Goss', 'John Noble', 'Omar Sharif', 'John Rhys-Davies', 'James Callis', 'Tom Lister Jr.', 'Javen Campbell', 'Jyoti Dogra']"
38,39806,Princess Kaiulani,['Drama'],"['biography', 'historical figure', 'princess', 'drama', 'based on true story']",9000000,771499,717811,45142.0,14,130.0,2010,en,['United States of America'],"['Island Film Group', 'Trailblazer Films', 'Screen East']",['Marc Forby'],"[""Q'orianka Kilcher"", 'Barry Pepper', 'Will Patton', 'Jimmy Yuill', 'Shaun Evans']"
39,16651,The Other Side of Heaven,"['Action', 'Adventure', 'Drama', 'Family']","['based on novel', 'biography']",7000000,4720371,2206097,45113.0,14,113.0,2001,en,['United States of America'],['3Mark Entertainment'],['Mitch Davis'],"['Christopher Gorham', 'Anne Hathaway', 'Joe Folau', 'Miriama Smith']"
40,38665,The Legend of the Lone Ranger,"['Action', 'Adventure', 'Romance', 'Western']","['lone ranger', 'wild bill hickok', 'buffalo bill', 'the lone ranger']",18000000,2945600,11725805,45110.0,14,98.0,1981,en,['United States of America'],['ITC Entertainment'],['William A. Fraker'],"['Christopher Lloyd', 'Matt Clark', 'Juanin Clay', 'Jason Robards', 'John Bennett Perry', 'David Hayward', 'Richard Farnsworth', 'Marc Gilpin', 'John Hart', 'Klinton Spilsbury']"
41,75531,Isn't She Great,"['Drama', 'Comedy']","['autism', 'based on article']",36000000,3003296,1068453,45081.0,14,95.0,2000,de,['United States of America'],"['Universal Pictures', 'Mutual Film Company', 'Toho Company', 'British Broadcasting Corporation (BBC)', 'Marubeni', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'Lobell/Bergman Productions']",['Andrew Bergman'],"['Bette Midler', 'Nathan Lane', 'Stockard Channing', 'David Hyde Pierce', 'John Cleese']"
42,199933,Atlas Shrugged Part III: Who is John Galt?,"['Drama', 'Science Fiction', 'Mystery']","['trilogy', 'ayn rand']",5000000,846704,1731035,45172.0,15,99.0,2014,en,['United States of America'],['Atlas 3 Productions'],['James Manera'],"['Eric Allan Kramer', 'Rob Morrow', 'Stephen Tobolowsky', 'Kristoffer Polaha', 'Lew Temple', 'Mark Moses', 'Laura Regan', 'Joaquim de Almeida', 'Louis Herthum', 'Greg Germann']"
43,39895,From a Whisper to a Scream,"['Comedy', 'Horror']","['civil war', 'narration', 'voodoo', 'necrophilia', 'anthology', 'librarian', 'freak show']",1100000,1400000,1220072,45144.0,15,99.0,1987,en,['United States of America'],['Conquest Productions'],['Jeff Burr'],"['Vincent Price', 'Clu Gulager', 'Terry Kiser', 'Rosalind Cash', 'Cameron Mitchell', 'Susan Tyrrell', 'Martine Beswick', 'Ron Brooks', 'Miriam Byrd-Nethery', 'Didi Lanier']"
44,36047,The In Crowd,['Thriller'],['woman director'],15000000,5217498,249245,45111.0,15,105.0,2000,en,['United States of America'],['Morgan Creek Productions'],['Mary Lambert'],"['Susan Ward', 'Lori Heuring', 'Matthew Settle', 'Nathan Bexton', 'Tess Harper', 'Jay R. Ferguson', 'Ethan Erickson', 'Daniel Hugh Kelly', 'Taylor Negron', 'Katharine Towne']"
45,42618,Sweet Charity,"['Comedy', 'Drama', 'Music', 'Romance']","['broken engagement', 'charity', 'celebrity', 'tragic love', 'dancehall girl', 'based on stage musical', 'based on film']",8000000,20000000,709143,45052.0,15,149.0,1969,en,['United States of America'],['Universal Pictures'],['Bob Fosse'],"['Shirley MacLaine', 'John McMartin', 'Ricardo Montalban', 'Sammy Davis, Jr.', 'Chita Rivera', 'Paula Kelly', 'Stubby Kaye', 'Barbara Bouchet', 'Suzanne Charney', 'Alan Hewitt']"
46,42345,The Molly Maguires,"['Drama', 'History']","['pennsylvania', 'miner', 'coal mining', 'coal mine', 'pennsylvania coal miner']",11000000,2200000,1396985,45174.0,16,124.0,1970,en,['United States of America'],"['Paramount Pictures', 'Tamm Productions']",['Martin Ritt'],"['Sean Connery', 'Samantha Eggar', 'Richard Harris', 'Frank Finlay', 'Anthony Zerbe']"
47,175541,Black Nativity,"['Drama', 'Music']","['musical', 'based on stage musical', 'woman director', 'based on the bible', 'nativity', 'christmas']",17500000,7018189,7180403,45143.0,16,93.0,2013,en,['United States of America'],"['Fox Searchlight Pictures', 'Malvern Pictures']",['Kasi Lemmons'],"['Forest Whitaker', 'Angela Bassett', 'Jennifer Hudson', 'Tyrese Gibson', 'Jacob Latimore']"
48,61752,Girl 6,['Comedy'],"['independent film', 'neighbor', 'masturbation', 'phone sex', 'actress']",12000000,4939939,2993939,45112.0,16,108.0,1996,en,['United States of America'],"['Fox Searchlight Pictures', '40 Acres & A Mule Filmworks']",['Spike Lee'],"['Theresa Randle', 'Isaiah Washington', 'Spike Lee', 'Jenifer Lewis', 'Debi Mazar', 'Peter Berg', 'Michael Imperioli', 'Kristen Wilson', 'Debra Wilson', 'Naomi Campbell']"
49,33155,Galaxina,"['Comedy', 'Science Fiction']","['android', 'harley davidson', 'cryogenics', 'space travel', 'love', 'parody', 'spaceship', 'space', 'alien', 'motorcycle', 'exercise', 'lasers', 'force field', 'meta film', 'forcefield', 'motorbike', 'cryonics']",5500000,4865000,2141143,44988.0,16,95.0,1980,en,['United States of America'],['Marimark Productions'],['William Sachs'],"['Dorothy Stratten', 'Stephen Macht', 'Avery Schreiber', 'Lionel Mark Smith', 'J.D. Hinton', 'Tad Horino', 'Ronald Knight', 'Percy Rodrigues', 'Angelo Rossitto', 'Susan Kiger']"
50,14271,Beyond the Mat,['Documentary'],"['wrestling', 'sport', 'controversial', 'ecw', 'wwe']",2053648,500000,2778633,45145.0,17,102.0,1999,en,['United States of America'],"['Imagine Entertainment', 'Universal Pictures', 'Lionsgate']",['Barry W. Blaustein'],"['Mick Foley', 'Terry Funk', 'Vince McMahon', 'Dwayne Johnson', 'Jake Roberts', 'Jesse Ventura', 'Noelle Foley', 'Barry W. Blaustein', 'Michael Manna', 'Scott Anthony Levy']"
51,35032,The Pirate,"['Music', 'Romance']","['musical', 'pirate']",3700000,2956000,90522,45083.0,17,102.0,1948,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Vincente Minnelli'],"['Judy Garland', 'Gene Kelly', 'Walter Slezak', 'Gladys Cooper', 'Reginald Owen', 'George Zucco', 'Lester Allen', 'Lola Deem', 'Ellen Ross', 'Mary Jo Ellis']"
52,27549,Beastmaster 2: Through the Portal of Time,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['based on novel', 'time travel', 'sequel', 'psychotronic', 'sword and sandal', 'beastmaster', 'warrior', 'time portal', 'gun fight', 'sword and sorcery']",6000000,869325,1478505,45081.0,17,107.0,1991,en,['United States of America'],"['Les Films 21', 'Republic Pictures']",['Sylvio Tabet'],"['Marc Singer', 'Kari Wuhrer', 'Sarah Douglas', 'Wings Hauser', 'Robert Fieldsteel', 'Arthur Malet', ""Robert Z'Dar"", 'James Avery', 'Paul Goodman', 'Mark Roberts']"
53,17820,Show Boat,"['Music', 'Romance']","['musical', 'grandmother granddaughter relationship', 'interracial relationship', 'reconciliation', 'riverboat', 'showboat', 'miscegenation', 'paddlewheel boat']",2300000,11000000,1606314,45175.0,18,107.0,1951,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['George Sidney'],"['Howard Keel', 'Kathryn Grayson', 'Ava Gardner', 'Joe E. Brown', 'Marge Champion', 'Gower Champion', 'Robert Sterling', 'Agnes Moorehead', 'Bess Flowers', 'Leif Erickson']"
54,43884,The Charge of the Light Brigade,"['Action', 'Adventure', 'Drama', 'War']","['ambush', 'british army', 'fort', 'invasion', 'attack', 'heroism', 'massacre', 'india', 'cavalry', 'tragic death', 'epic battle', 'crimea', 'fiancée', 'brothers', 'brothers love same woman', 'the light brigade', 'horses', 'british lancers', 'society ball']",1200000,2736000,2968235,45144.0,18,115.0,1936,en,['United States of America'],['Warner Bros.'],['Michael Curtiz'],"['Errol Flynn', 'Olivia de Havilland', 'Patric Knowles', 'Henry Stephenson', 'Nigel Bruce', 'Donald Crisp', 'David Niven', 'C. Henry Gordon', 'G.P. Huntley', 'Robert Barrat']"
55,5822,Sweet Sweetback's Baadasssss Song,"['Action', 'Drama', 'Romance']","['mexico', 'black people', 'pimp', 'anti hero', 'black panthers', 'black panther', 'blaxploitation', 'unsimulated sex', 'los angeles']",150000,15200000,132878,45081.0,18,97.0,1971,en,['United States of America'],['Yeah'],['Melvin Van Peebles'],"['Simon Chuckster', 'Melvin Van Peebles', 'Hubert Scales', 'Mario Van Peebles', 'John Dullaghan', 'John Amos', 'Lavelle Roby', 'Rhetta Hughes', 'Norman Fields', 'Joe Tornatore']"
56,65203,The Broadway Melody,"['Drama', 'Music', 'Romance']","['musical', 'singer', 'pre-code', 'wisecrack humor', 'early sound film', 'partially lost film']",379000,4358000,968865,5.0,19,100.0,1929,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Harry Beaumont'],"['Charles King', 'Anita Page', 'Bessie Love', 'Nacio Herb Brown', 'Mary Doran', 'Arthur Freed', 'James Gleason', 'Eddie Kane', 'Carla Laemmle', 'Jed Prouty']"
57,2989,Roar,"['Adventure', 'Thriller']","['africa', 'lion', 'elephant', 'vegetarian', 'leopard', 'tiger', 'zebra', 'wildlife', 'independent film', 'jungle', 'blood', 'exploitation film', 'animal attack', 'wildlife reserve', 'wildlife conservation']",17000000,2000000,115641,45082.0,19,102.0,1981,en,['United States of America'],['American Filmworks'],['Noel Marshall'],"['Tippi Hedren', 'Melanie Griffith', 'Jerry Marshall', 'Kyalo Mativo', 'Rick Glassey']"
58,42889,The Virginity Hit,['Comedy'],"['loss of virginity', 'teenage boy', 'teen comedy', 'teenage sexuality', 'found footage', 'sex comedy', 'virginity']",2000000,563706,3125382,45081.0,19,120.0,2010,en,['United States of America'],"['Gary Sanchez Productions', 'Principato-Young Entertainment']","['Huck Botko', 'Andrew Gurland']","['Matt Bennett', 'Zack Pearlman', 'Jacob Davich', 'Justin Kline', 'Krysta Rodriguez']"
59,39141,Tadpole,"['Comedy', 'Drama', 'Romance']",['independent film'],150000,2891288,8570328,45051.0,19,78.0,2002,en,['United States of America'],"['IFC Productions', 'InDigEnt (Independent Digital Entertainment)', 'Miramax', 'Dolly Hall Productions']",['Gary Winick'],"['Aaron Stanford', 'Kate Mara', 'Bebe Neuwirth', 'John Ritter', 'Sigourney Weaver', 'Robert Iler', 'Peter Appel', 'Ron Rifkin', 'Alicia Van Couvering', 'Paul Butler']"
60,22256,Without Limits,['Drama'],"['running', 'olympic games', 'sport', 'athlete']",25000000,777423,3849873,44963.0,19,117.0,1998,en,['United States of America'],"['Cruise/Wagner Productions', 'Warner Bros.']",['Robert Towne'],"['Billy Crudup', 'Donald Sutherland', 'Monica Potter', 'Jeremy Sisto', 'Matthew Lillard', 'Dean Norris', 'Billy Burke', 'Gabriel Olds', 'Judith Ivey', 'William Mapother']"
61,22301,Hell's Angels,"['Action', 'Drama', 'History']","['world war i', 'zeppelin', 'royal air force', 'royal flying corps', 'dogfight', 'airship']",3950000,8000000,8484123,44932.0,19,127.0,1930,en,['United States of America'],['The Caddo Company'],"['James Whale', 'Howard Hughes', 'Edmund Goulding']","['Ben Lyon', 'James Hall', 'Jean Harlow', 'John Darrow', 'Lucien Prival']"
62,18206,Alone With Her,"['Crime', 'Drama', 'Romance', 'Thriller']","['obsession', 'hidden camera', 'stalker', 'independent film', 'invasion of privacy', 'voyeurism']",1000000,10018,2175696,44963.0,20,78.0,2006,en,['United States of America'],"['The Weinstein Company', 'Pin Hole Productions LLC']",['Eric Nicholas'],"['Colin Hanks', 'Ana Claudia Talancón', 'Jordana Spiro', 'Jonathon Trent', 'Alex Boling']"
63,13948,An American Carol,"['Comedy', 'Fantasy']","['terrorist', 'parody', 'documentary filmmaker', 'sattire']",20000000,7000000,2605374,44930.0,20,83.0,2008,en,['United States of America'],['Mpower Pictures'],['David Zucker'],"['Kevin Farley', 'Kelsey Grammer', 'Leslie Nielsen', 'Trace Adkins', 'Robert Davi', 'Geoffrey Arend', 'Travis Schuldt', 'Jon Voight', 'James Woods', 'Dennis Hopper']"
