Unnamed: 0,movie_id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,director,cast
10,43839,Alexander's Ragtime Band,"['Drama', 'Music', 'Romance']","['dance', 'ragtime']",2000000,4000000,0.483974,4.8,6,106,1938,en,['United States of America'],['Twentieth Century Fox Film Corporation'],['Henry King'],"['Tyrone Power', 'Alice Faye', 'Don Ameche', 'Ethel Merman', 'Jack Haley', 'Jean Hersholt', 'Helen Westley', 'John Carradine', 'Paul Hurst', 'Wally Vernon']"
11,73247,Heartbeeps,"['Comedy', 'Romance', 'Family']","['servant', 'future', 'chase', 'lovers', 'outlaw', 'robot']",10000000,2154696,0.518056,3.8,6,79,1981,en,['United States of America'],['Universal Pictures'],['Allan Arkush'],"['Andy Kaufman', 'Bernadette Peters', 'Randy Quaid', 'Kenneth McMillan', 'Melanie Mayron', 'Christopher Guest', 'Richard B. Shull', 'Dick Miller', 'Kathleen Freeman', 'Mary Woronov']"
12,46849,Eye of the Dolphin,['Drama'],"['dolphin', 'island', 'research', 'tourist']",2500000,71904,0.301884,7.1,7,100,2007,en,['United States of America'],"['Gold/Miller Productions', '120dB Films', 'Paradise Productions', 'Quantum Entertainment', 'MovieBank', 'Galaxy Productions']",['Michael D. Sellers'],"['Carly Schroeder', 'Adrian Dunbar', 'George Harris', 'Katharine Ross', 'Christine Adams', 'Jane Lynch', 'Andrea Bowen', 'Rudy Levarity', 'Joey Jameka', 'Vivica Watkins']"
13,15699,Opal Dream,"['Drama', 'Family', 'Foreign']","['miner', 'australia', 'terminal illness', 'imaginary friend', 'independent film']",5000000,140666,1.458884,6.1,7,86,2006,en,['Australia'],['Renaissance Films'],['Peter Cattaneo'],"['Sapphire Boyce', 'Christian Byers', 'Vince Colosimo', 'Jacqueline McKenzie', 'Robert Morgan']"
14,43306,A Guy Named Joe,"['Drama', 'Romance', 'War']","['pilot', 'airplane', 'ghost']",2627000,5363000,0.531444,6.0,8,120,1944,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Victor Fleming'],"['Spencer Tracy', 'Irene Dunne', 'Van Johnson', 'Ward Bond', 'James Gleason', 'Lionel Barrymore', 'Barry Nelson', 'Esther Williams', ""Henry O'Neill"", 'Don DeFore']"
15,55604,Boom Town,"['Adventure', 'Drama', 'Romance']","['partnership', 'oil', 'oil tycoon', 'oil field']",2000000,9172000,1.867004,6.5,8,119,1940,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Jack Conway'],"['Clark Gable', 'Spencer Tracy', 'Claudette Colbert', 'Hedy Lamarr', 'Frank Morgan', 'Lionel Atwill', 'Chill Wills', 'Bess Flowers', 'Marion Martin', 'Minna Gombell']"
16,29996,Solomon and Sheba,"['Drama', 'History', 'Romance', 'War']","['israel', 'egypt', 'religion and supernatural', 'epic']",5000000,12200000,0.835617,5.4,8,139,1959,en,['United States of America'],['Edward Small Productions'],['King Vidor'],"['Yul Brynner', 'Gina Lollobrigida', 'George Sanders', 'Marisa Pavan', 'David Farrar']"
17,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",['Comedy'],[],10000000,45779,0.666218,3.0,9,86,1998,en,['United States of America'],"['Hollywood Pictures', 'Cinergi Pictures Entertainment']","['Alan Smithee', 'Arthur Hiller']","['Jackie Chan', 'Sylvester Stallone', 'Whoopi Goldberg', 'Eric Idle', ""Ryan O'Neal"", 'Coolio', 'Chuck D.', 'Richard Jeni', 'Leslie Stefanson', 'Harvey Weinstein']"
18,63020,The Perez Family,"['Comedy', 'Drama', 'Romance']","['immigration', 'independent film', 'woman director', 'political prisoner']",11000000,2832826,1.187671,6.6,9,113,1995,en,['United States of America'],"['Samuel Goldwyn Company, The']",['Mira Nair'],"['Marisa Tomei', 'Alfred Molina', 'Anjelica Huston', 'Chazz Palminteri', 'Trini Alvarado']"
19,301748,The Opposite Sex,['Comedy'],"['bet', 'divorce']",3300000,45000,2.964785,4.1,9,96,2014,en,['United States of America'],"['Magna Global Entertainment', 'Verdi Productions']","['Jonathan Silverman', 'Jennifer Finnigan']","['Mena Suvari', 'Eric Roberts', 'Kristin Chenoweth', 'Dana Ashbrook', 'Kenan Thompson']"
20,47889,Ruby in Paradise,"['Drama', 'Romance']",['independent film'],800000,1001437,0.59424,5.6,10,114,1993,en,['United States of America'],"['Ruby in Paradise', 'Full Crew/Say Yea']",['Victor Nunez'],"['Ashley Judd', 'Todd Field', 'Bentley Mitchum', 'Dorothy Lyman', 'Allison Dean']"
21,18475,The Cookout,"['Comedy', 'Drama']",['comedy'],16000000,12009070,0.830596,4.6,10,97,2004,en,['United States of America'],['Cookout Productions'],['Lance Rivera'],"['Ja Rule', 'Tim Meadows', 'Jenifer Lewis', 'Jonathan Silverman', 'Eve']"
22,54897,The Grace Card,['Drama'],"[""family's daily life"", 'bible', 'platonic love', 'hope', 'church service', 'death of a friend', 'police everyday life']",200000,2295733,0.616283,6.5,10,101,2011,en,['United States of America'],['GraceWorks Pictures'],['David Evans '],"['Michael Joiner', 'Michael Higgenbottom', 'Louis Gossett, Jr.', 'Cindy Hodge']"
23,58680,Woo,"['Comedy', 'Romance']","['blind date', 'love', 'manhattan, new york city', 'woman director']",13000000,8026971,1.750054,5.5,10,84,1998,en,['United States of America'],"['New Line Cinema', 'New Deal Productions', 'Gotham Entertainment Group']",['Daisy von Scherler Mayer'],"['Jada Pinkett Smith', 'Tommy Davidson', 'Duane Martin', 'Michael Ralph', 'Darrel Heath', 'Dave Chappelle', 'Paula Jai Parker', 'LL Cool J', 'Dartanyan Edmonds', 'Foxy Brown']"
24,24227,Excessive Force,['Action'],['police'],3000000,1200000,1.279106,4.5,10,87,1993,en,['United States of America'],"['New Line Cinema', 'Ian Page Productions', '3 Arts Entertainment']",['Jon Hess'],"['Thomas Ian Griffith', 'Lance Henriksen', 'James Earl Jones', 'Burt Young', 'Tony Todd']"
25,36696,Space Dogs,"['Family', 'Animation']","['russia', 'space mission', 'space', 'outer space', 'dog']",25000000,6500000,5.753564,6.3,10,85,2010,ru,"['United States of America', 'Russia']",['CN Film'],"['Inna Evlannikova', 'Svyatoslav Ushakov']","['Anna Bolshova', 'Evgeny Mironov', 'Sergey Garmash', 'Aleksandr Bashirov', 'Elena Yakovleva', 'Chloë Grace Moretz', 'Dorothy Elias-Fahn', 'Spike Spencer', 'Richard Epcar', 'J. B. Blanc']"
26,87729,Jefferson in Paris,"['Drama', 'Romance']","['france', 'revolution', 'biography', 'president', 'history']",14000000,2474000,0.900442,5.2,10,139,1995,en,['United States of America'],"['Merchant Ivory Productions', 'Touchstone Pictures']",['James Ivory'],"['Nick Nolte', 'Greta Scacchi', 'Thandie Newton', 'Gwyneth Paltrow', 'Jean-Pierre Aumont', 'Simon Callow', 'Seth Gilliam', 'James Earl Jones', 'Michael Lonsdale', 'Nancy Marchand']"
27,14351,Crossover,"['Action', 'Adventure', 'Drama']","['street gang', 'black people', 'sport', 'high school sports']",5800000,7000000,3.201886,4.2,10,95,2006,en,['United States of America'],"['360 Pictures', 'Dribble Productions', 'Platinum Equity']",['Preston A. Whitmore II'],"['Anthony Mackie', 'Marcello Thedford', 'Allen Payne', 'Wesley Jonathan', 'Wayne Brady', ""Lil' JJ"", 'Philip Champion', 'Alecia Jai Fears', 'Kristen Wilson', 'William L. Johnson']"
28,49471,Get on the Bus,['Drama'],"['washington d.c.', 'bus']",2400000,5731103,4.623059,7.0,11,120,1996,en,['United States of America'],"['Columbia Pictures', '40 Acres & A Mule Filmworks']",['Spike Lee'],"['Ossie Davis', 'Charles S. Dutton', 'Andre Braugher', 'Richard Belzer', ""De'Aundre Bonds"", 'Thomas Jefferson Byrd', 'Isaiah Washington', 'Bernie Mac', 'Wendell Pierce', 'Harry Lennix']"
29,24973,The Egyptian,"['History', 'Drama']",['egypt'],5000000,15000000,4.079111,6.0,11,139,1954,en,['United States of America'],['Twentieth Century Fox Film Corporation'],['Michael Curtiz'],"['Jean Simmons', 'Victor Mature', 'Gene Tierney', 'Peter Ustinov', 'Edmund Purdom', 'Michael Wilding', 'Bella Darvi', 'Judith Evelyn', 'Henry Daniell', 'John Carradine']"
30,78394,Sea Rex 3D: Journey to a Prehistoric World,['Documentary'],"['prehistoric', 'dinosaur', 'imax', '3d']",5000000,4074023,4.498368,5.9,11,41,2010,en,"['France', 'United Kingdom']","['N3D Land Productions', 'Mantello Brothers Productions']","['Ronan Chapalain', 'Pascal Vuong']","['Guillaume Denaiffe', 'Norbert Ferrer', 'Chloe Hollings', 'Richard Rider', 'Tom Yang']"
31,46889,Living Out Loud,"['Comedy', 'Drama', 'Romance']","['female protagonist', 'relationship', 'divorce']",12000000,12902790,0.700792,5.3,11,100,1998,en,['United States of America'],"['New Line Cinema', 'Jersey Films']",['Richard LaGravenese'],"['Holly Hunter', 'Danny DeVito', 'Queen Latifah', 'Martin Donovan', 'Rachael Leigh Cook']"
32,55123,Tumbleweeds,"['Comedy', 'Drama']",['independent film'],312000,1281176,1.505703,6.2,11,102,1999,en,['United States of America'],['Fine Line Features'],"[""Gavin O'Connor""]","['Janet McTeer', 'Kimberly J. Brown', 'Jennifer Paige']"
33,59728,The 5th Quarter,['Drama'],"['american football', 'loss of brother', 'funeral', 'sport', 'prayer', 'gymnasium', 'coach', 'based on true story', 'number in title', 'family relationships']",6000000,399611,0.215464,4.7,12,97,2011,en,['United States of America'],"['McCreary Entertainment', 'Angel City Pictures']",['Rick Bieber'],"['Aidan Quinn', 'Andie MacDowell', 'Ryan Merriman', 'Michael Harding', 'Stacy Earl', 'Matt McGrath', 'Jillian Batherson', 'Anessa Ramsey', 'Sammy Nagi Njuguna', 'Stefan Guy']"
34,17926,Undiscovered,"['Comedy', 'Romance']","['independent film', 'aspiring singer', 'singer', 'los angeles']",9000000,1046166,2.009597,4.5,12,97,2005,en,['United States of America'],"['Lakeshore Entertainment', 'Intermedia Films', 'Cinerenta Medienbeteiligungs KG']",['Meiert Avis'],"['Kip Pardue', 'Carrie Fisher', 'Shannyn Sossamon', 'Pell James', 'Steven Strait', 'Stephen Moyer', 'Ashlee Simpson', 'Fisher Stevens', 'Perrey Reeves', 'Peter Weller']"
35,39209,Shalako,['Western'],['native american'],1455000,2620000,3.598457,5.4,12,113,1968,en,"['United States of America', 'Germany']","['Central Cinema Company Film', 'Palomar Pictures International', 'Kingston Film Productions Ltd.']",['Edward Dmytryk'],"['Sean Connery', 'Brigitte Bardot', 'Jack Hawkins', 'Stephen Boyd', 'Peter van Eyck', 'Honor Blackman', 'Woody Strode', 'Alexander Knox', 'Eric Sykes', 'Valerie French']"
36,30973,The Visual Bible: The Gospel of John,"['Drama', 'History']","['miracle', 'jesus christ', 'last supper', 'bible', 'christian', 'god']",10000000,4069090,3.208172,8.2,12,125,2003,en,"['Canada', 'United Kingdom']","['Gospel of John Ltd.', 'Toronto Film Studios', 'Visual Bible International']",['Philip Saville'],"['Christopher Plummer', 'Henry Ian Cusick', 'Stuart Bunce', 'Daniel Kash', 'Stephen Russell', 'Alan van Sprang', 'Diana Berriman', 'Richard Lintern', 'Scott Handy', 'Lynsey Baxter']"
37,15005,One Night with the King,['Drama'],"['based on novel', 'persia', 'queen']",20000000,13391174,3.476925,6.1,12,123,2006,en,['United States of America'],['Gener8Xion Entertainment'],['Michael O. Sajbel'],"['Tiffany Dupont', ""Peter O'Toole"", 'Luke Goss', 'John Noble', 'Omar Sharif', 'John Rhys-Davies', 'James Callis', 'Tom Lister Jr.', 'Javen Campbell', 'Jyoti Dogra']"
38,39806,Princess Kaiulani,['Drama'],"['biography', 'historical figure', 'princess', 'drama', 'based on true story']",9000000,771499,0.717811,4.8,14,130,2010,en,['United States of America'],"['Island Film Group', 'Trailblazer Films', 'Screen East']",['Marc Forby'],"[""Q'orianka Kilcher"", 'Barry Pepper', 'Will Patton', 'Jimmy Yuill', 'Shaun Evans']"
39,16651,The Other Side of Heaven,"['Action', 'Adventure', 'Drama', 'Family']","['based on novel', 'biography']",7000000,4720371,2.206097,6.7,14,113,2001,en,['United States of America'],['3Mark Entertainment'],['Mitch Davis'],"['Christopher Gorham', 'Anne Hathaway', 'Joe Folau', 'Miriama Smith']"
40,38665,The Legend of the Lone Ranger,"['Action', 'Adventure', 'Romance', 'Western']","['lone ranger', 'the lone ranger']",18000000,2945600,11.725805,3.7,14,98,1981,en,['United States of America'],['ITC Entertainment'],['William A. Fraker'],"['Christopher Lloyd', 'Matt Clark', 'Juanin Clay', 'Jason Robards', 'John Bennett Perry', 'David Hayward', 'Richard Farnsworth', 'Marc Gilpin', 'John Hart', 'Klinton Spilsbury']"
41,75531,Isn't She Great,"['Drama', 'Comedy']","['autism', 'based on article']",36000000,3003296,1.068453,4.6,14,95,2000,de,['United States of America'],"['Universal Pictures', 'Mutual Film Company', 'Toho Company', 'British Broadcasting Corporation (BBC)', 'Marubeni', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'Lobell/Bergman Productions']",['Andrew Bergman'],"['Bette Midler', 'Nathan Lane', 'Stockard Channing', 'David Hyde Pierce', 'John Cleese']"
42,199933,Atlas Shrugged Part III: Who is John Galt?,"['Drama', 'Science Fiction', 'Mystery']",['trilogy'],5000000,846704,1.731035,3.9,15,99,2014,en,['United States of America'],['Atlas 3 Productions'],['James Manera'],"['Eric Allan Kramer', 'Rob Morrow', 'Stephen Tobolowsky', 'Kristoffer Polaha', 'Lew Temple', 'Mark Moses', 'Laura Regan', 'Joaquim de Almeida', 'Louis Herthum', 'Greg Germann']"
43,39895,From a Whisper to a Scream,"['Comedy', 'Horror']","['civil war', 'narration', 'voodoo', 'anthology']",1100000,1400000,1.220072,6.8,15,99,1987,en,['United States of America'],['Conquest Productions'],['Jeff Burr'],"['Vincent Price', 'Clu Gulager', 'Terry Kiser', 'Rosalind Cash', 'Cameron Mitchell', 'Susan Tyrrell', 'Martine Beswick', 'Ron Brooks', 'Miriam Byrd-Nethery', 'Didi Lanier']"
44,36047,The In Crowd,['Thriller'],['woman director'],15000000,5217498,0.249245,4.7,15,105,2000,en,['United States of America'],['Morgan Creek Productions'],['Mary Lambert'],"['Susan Ward', 'Lori Heuring', 'Matthew Settle', 'Nathan Bexton', 'Tess Harper', 'Jay R. Ferguson', 'Ethan Erickson', 'Daniel Hugh Kelly', 'Taylor Negron', 'Katharine Towne']"
45,42618,Sweet Charity,"['Comedy', 'Drama', 'Music', 'Romance']","['broken engagement', 'charity', 'celebrity', 'tragic love', 'based on stage musical', 'based on film']",8000000,20000000,0.709143,6.5,15,149,1969,en,['United States of America'],['Universal Pictures'],['Bob Fosse'],"['Shirley MacLaine', 'John McMartin', 'Ricardo Montalban', 'Sammy Davis, Jr.', 'Chita Rivera', 'Paula Kelly', 'Stubby Kaye', 'Barbara Bouchet', 'Suzanne Charney', 'Alan Hewitt']"
46,42345,The Molly Maguires,"['Drama', 'History']","['pennsylvania', 'miner', 'coal mining', 'coal mine']",11000000,2200000,1.396985,5.9,16,124,1970,en,['United States of America'],"['Paramount Pictures', 'Tamm Productions']",['Martin Ritt'],"['Sean Connery', 'Samantha Eggar', 'Richard Harris', 'Frank Finlay', 'Anthony Zerbe']"
47,175541,Black Nativity,"['Drama', 'Music']","['musical', 'based on stage musical', 'woman director', 'christmas']",17500000,7018189,7.180403,5.8,16,93,2013,en,['United States of America'],"['Fox Searchlight Pictures', 'Malvern Pictures']",['Kasi Lemmons'],"['Forest Whitaker', 'Angela Bassett', 'Jennifer Hudson', 'Tyrese Gibson', 'Jacob Latimore']"
48,61752,Girl 6,['Comedy'],"['independent film', 'neighbor', 'masturbation', 'phone sex', 'actress']",12000000,4939939,2.993939,5.7,16,108,1996,en,['United States of America'],"['Fox Searchlight Pictures', '40 Acres & A Mule Filmworks']",['Spike Lee'],"['Theresa Randle', 'Isaiah Washington', 'Spike Lee', 'Jenifer Lewis', 'Debi Mazar', 'Peter Berg', 'Michael Imperioli', 'Kristen Wilson', 'Debra Wilson', 'Naomi Campbell']"
49,33155,Galaxina,"['Comedy', 'Science Fiction']","['android', 'harley davidson', 'cryogenics', 'space travel', 'love', 'parody', 'spaceship', 'space', 'alien', 'motorcycle', 'exercise', 'lasers', 'meta film', 'forcefield']",5500000,4865000,2.141143,3.3,16,95,1980,en,['United States of America'],['Marimark Productions'],['William Sachs'],"['Dorothy Stratten', 'Stephen Macht', 'Avery Schreiber', 'Lionel Mark Smith', 'J.D. Hinton', 'Tad Horino', 'Ronald Knight', 'Percy Rodrigues', 'Angelo Rossitto', 'Susan Kiger']"
50,14271,Beyond the Mat,['Documentary'],"['wrestling', 'sport']",2053648,500000,2.778633,7.8,17,102,1999,en,['United States of America'],"['Imagine Entertainment', 'Universal Pictures', 'Lionsgate']",['Barry W. Blaustein'],"['Mick Foley', 'Terry Funk', 'Vince McMahon', 'Dwayne Johnson', 'Jake Roberts', 'Jesse Ventura', 'Noelle Foley', 'Barry W. Blaustein', 'Michael Manna', 'Scott Anthony Levy']"
51,35032,The Pirate,"['Music', 'Romance']","['musical', 'pirate']",3700000,2956000,0.90522,6.6,17,102,1948,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Vincente Minnelli'],"['Judy Garland', 'Gene Kelly', 'Walter Slezak', 'Gladys Cooper', 'Reginald Owen', 'George Zucco', 'Lester Allen', 'Lola Deem', 'Ellen Ross', 'Mary Jo Ellis']"
52,27549,Beastmaster 2: Through the Portal of Time,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['based on novel', 'time travel', 'sequel', 'psychotronic', 'warrior', 'gun fight', 'sword and sorcery']",6000000,869325,1.478505,4.6,17,107,1991,en,['United States of America'],"['Les Films 21', 'Republic Pictures']",['Sylvio Tabet'],"['Marc Singer', 'Kari Wuhrer', 'Sarah Douglas', 'Wings Hauser', 'Robert Fieldsteel', 'Arthur Malet', ""Robert Z'Dar"", 'James Avery', 'Paul Goodman', 'Mark Roberts']"
53,17820,Show Boat,"['Music', 'Romance']","['musical', 'grandmother granddaughter relationship', 'interracial relationship', 'reconciliation']",2300000,11000000,1.606314,6.9,18,107,1951,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['George Sidney'],"['Howard Keel', 'Kathryn Grayson', 'Ava Gardner', 'Joe E. Brown', 'Marge Champion', 'Gower Champion', 'Robert Sterling', 'Agnes Moorehead', 'Bess Flowers', 'Leif Erickson']"
54,43884,The Charge of the Light Brigade,"['Action', 'Adventure', 'Drama', 'War']","['ambush', 'british army', 'fort', 'invasion', 'attack', 'heroism', 'massacre', 'india', 'cavalry', 'epic battle', 'fiancée']",1200000,2736000,2.968235,6.8,18,115,1936,en,['United States of America'],['Warner Bros.'],['Michael Curtiz'],"['Errol Flynn', 'Olivia de Havilland', 'Patric Knowles', 'Henry Stephenson', 'Nigel Bruce', 'Donald Crisp', 'David Niven', 'C. Henry Gordon', 'G.P. Huntley', 'Robert Barrat']"
55,5822,Sweet Sweetback's Baadasssss Song,"['Action', 'Drama', 'Romance']","['mexico', 'black people', 'pimp', 'anti hero', 'blaxploitation', 'unsimulated sex', 'los angeles']",150000,15200000,0.132878,4.6,18,97,1971,en,['United States of America'],['Yeah'],['Melvin Van Peebles'],"['Simon Chuckster', 'Melvin Van Peebles', 'Hubert Scales', 'Mario Van Peebles', 'John Dullaghan', 'John Amos', 'Lavelle Roby', 'Rhetta Hughes', 'Norman Fields', 'Joe Tornatore']"
56,65203,The Broadway Melody,"['Drama', 'Music', 'Romance']","['musical', 'singer', 'pre-code', 'wisecrack humor']",379000,4358000,0.968865,5.0,19,100,1929,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Harry Beaumont'],"['Charles King', 'Anita Page', 'Bessie Love', 'Nacio Herb Brown', 'Mary Doran', 'Arthur Freed', 'James Gleason', 'Eddie Kane', 'Carla Laemmle', 'Jed Prouty']"
57,2989,Roar,"['Adventure', 'Thriller']","['africa', 'lion', 'elephant', 'vegetarian', 'tiger', 'zebra', 'wildlife', 'independent film', 'jungle', 'blood', 'animal attack', 'wildlife conservation']",17000000,2000000,1.15641,5.6,19,102,1981,en,['United States of America'],['American Filmworks'],['Noel Marshall'],"['Tippi Hedren', 'Melanie Griffith', 'Jerry Marshall', 'Kyalo Mativo', 'Rick Glassey']"
58,42889,The Virginity Hit,['Comedy'],"['loss of virginity', 'teenage boy', 'teen comedy', 'teenage sexuality', 'found footage', 'sex comedy', 'virginity']",2000000,563706,3.125382,4.6,19,120,2010,en,['United States of America'],"['Gary Sanchez Productions', 'Principato-Young Entertainment']","['Huck Botko', 'Andrew Gurland']","['Matt Bennett', 'Zack Pearlman', 'Jacob Davich', 'Justin Kline', 'Krysta Rodriguez']"
59,39141,Tadpole,"['Comedy', 'Drama', 'Romance']",['independent film'],150000,2891288,8.570328,5.5,19,78,2002,en,['United States of America'],"['IFC Productions', 'InDigEnt (Independent Digital Entertainment)', 'Miramax', 'Dolly Hall Productions']",['Gary Winick'],"['Aaron Stanford', 'Kate Mara', 'Bebe Neuwirth', 'John Ritter', 'Sigourney Weaver', 'Robert Iler', 'Peter Appel', 'Ron Rifkin', 'Alicia Van Couvering', 'Paul Butler']"
60,22256,Without Limits,['Drama'],"['running', 'olympic games', 'sport', 'athlete']",25000000,777423,3.849873,6.2,19,117,1998,en,['United States of America'],"['Cruise/Wagner Productions', 'Warner Bros.']",['Robert Towne'],"['Billy Crudup', 'Donald Sutherland', 'Monica Potter', 'Jeremy Sisto', 'Matthew Lillard', 'Dean Norris', 'Billy Burke', 'Gabriel Olds', 'Judith Ivey', 'William Mapother']"
61,22301,Hell's Angels,"['Action', 'Drama', 'History']","['world war i', 'zeppelin', 'dogfight']",3950000,8000000,8.484123,6.1,19,127,1930,en,['United States of America'],['The Caddo Company'],"['James Whale', 'Howard Hughes', 'Edmund Goulding']","['Ben Lyon', 'James Hall', 'Jean Harlow', 'John Darrow', 'Lucien Prival']"
62,18206,Alone With Her,"['Crime', 'Drama', 'Romance', 'Thriller']","['obsession', 'hidden camera', 'stalker', 'independent film', 'voyeurism']",1000000,10018,2.175696,6.2,20,78,2006,en,['United States of America'],"['The Weinstein Company', 'Pin Hole Productions LLC']",['Eric Nicholas'],"['Colin Hanks', 'Ana Claudia Talancón', 'Jordana Spiro', 'Jonathon Trent', 'Alex Boling']"
63,13948,An American Carol,"['Comedy', 'Fantasy']","['terrorist', 'parody', 'documentary filmmaker']",20000000,7000000,2.605374,4.1,20,83,2008,en,['United States of America'],['Mpower Pictures'],['David Zucker'],"['Kevin Farley', 'Kelsey Grammer', 'Leslie Nielsen', 'Trace Adkins', 'Robert Davi', 'Geoffrey Arend', 'Travis Schuldt', 'Jon Voight', 'James Woods', 'Dennis Hopper']"
64,3060,The Big Parade,"['Drama', 'Romance', 'War']","['world war i', 'silent film']",245000,22000000,0.785744,7.0,21,151,1925,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['King Vidor'],"['John Gilbert', 'Renée Adorée', 'Hobart Bosworth', 'Claire McDowell', 'Claire Adams', 'Robert Ober', ""Tom O'Brien"", 'Karl Dane', 'Kathleen Key', 'Rosita Marstini']"
65,26306,Prefontaine,"['Drama', 'Romance']","['oregon', 'olympic games', 'sport', 'runner']",8000000,589304,8.717235,6.7,21,106,1997,en,['United States of America'],['Hollywood Pictures'],['Steve James'],"['Jared Leto', 'R. Lee Ermey', ""Ed O'Neill"", 'Breckin Meyer', 'Lindsay Crouse']"
66,39833,Love Me Tender,"['Drama', 'Action', 'Western', 'Music', 'Romance']",['civil war'],1000000,9000000,1.444258,5.5,21,89,1956,en,['United States of America'],['Twentieth Century Fox Film Corporation'],['Robert D. Webb'],"['Richard Egan', 'Debra Paget', 'Elvis Presley', 'Robert Middleton', 'William Campbell', 'Neville Brand', 'Mildred Dunnock', 'Bruce Bennett', 'James Drury', 'Russ Conway']"
