,movie_id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,director,cast
33,59728,The 5th Quarter,['Drama'],"['american football', 'loss of brother', 'funeral', 'sport', 'prayer', 'gymnasium', 'coach', 'based on true story', 'number in title', 'family relationships', 'auto accident']",6000000,399611,215.464,4.7,12,97,2011,en,['United States of America'],"['McCreary Entertainment', 'Angel City Pictures']",['Rick Bieber'],"['Aidan Quinn', 'Andie MacDowell', 'Ryan Merriman', 'Michael Harding', 'Stacy Earl', 'Matt McGrath', 'Jillian Batherson', 'Anessa Ramsey', 'Sammy Nagi Njuguna', 'Stefan Guy']"
34,17926,Undiscovered,"['Comedy', 'Romance']","['independent film', 'aspiring singer', 'singer', 'los angeles']",9000000,1046166,2.009.597,4.5,12,97,2005,en,['United States of America'],"['Lakeshore Entertainment', 'Intermedia Films', 'Cinerenta Medienbeteiligungs KG']",['Meiert Avis'],"['Kip Pardue', 'Carrie Fisher', 'Shannyn Sossamon', 'Pell James', 'Steven Strait', 'Stephen Moyer', 'Ashlee Simpson', 'Fisher Stevens', 'Perrey Reeves', 'Peter Weller']"
35,39209,Shalako,['Western'],"['native american', 'gunfighter', 'hunting party']",1455000,2620000,3.598.457,5.4,12,113,1968,en,"['United States of America', 'Germany']","['Central Cinema Company Film', 'Palomar Pictures International', 'Kingston Film Productions Ltd.']",['Edward Dmytryk'],"['Sean Connery', 'Brigitte Bardot', 'Jack Hawkins', 'Stephen Boyd', 'Peter van Eyck', 'Honor Blackman', 'Woody Strode', 'Alexander Knox', 'Eric Sykes', 'Valerie French']"
36,30973,The Visual Bible: The Gospel of John,"['Drama', 'History']","['miracle', 'jesus christ', 'last supper', 'bible', 'christian', 'god', 'sermon on the mount']",10000000,4069090,3.208.172,8.2,12,125,2003,en,"['Canada', 'United Kingdom']","['Gospel of John Ltd.', 'Toronto Film Studios', 'Visual Bible International']",['Philip Saville'],"['Christopher Plummer', 'Henry Ian Cusick', 'Stuart Bunce', 'Daniel Kash', 'Stephen Russell', 'Alan van Sprang', 'Diana Berriman', 'Richard Lintern', 'Scott Handy', 'Lynsey Baxter']"
37,15005,One Night with the King,['Drama'],"['based on novel', 'persia', 'queen', 'esther']",20000000,13391174,3.476.925,6.1,12,123,2006,en,['United States of America'],['Gener8Xion Entertainment'],['Michael O. Sajbel'],"['Tiffany Dupont', ""Peter O'Toole"", 'Luke Goss', 'John Noble', 'Omar Sharif', 'John Rhys-Davies', 'James Callis', 'Tom Lister Jr.', 'Javen Campbell', 'Jyoti Dogra']"
38,39806,Princess Kaiulani,['Drama'],"['biography', 'historical figure', 'princess', 'drama', 'based on true story']",9000000,771499,717.811,4.8,14,130,2010,en,['United States of America'],"['Island Film Group', 'Trailblazer Films', 'Screen East']",['Marc Forby'],"[""Q'orianka Kilcher"", 'Barry Pepper', 'Will Patton', 'Jimmy Yuill', 'Shaun Evans']"
39,16651,The Other Side of Heaven,"['Action', 'Adventure', 'Drama', 'Family']","['based on novel', 'biography']",7000000,4720371,2.206.097,6.7,14,113,2001,en,['United States of America'],['3Mark Entertainment'],['Mitch Davis'],"['Christopher Gorham', 'Anne Hathaway', 'Joe Folau', 'Miriama Smith']"
40,38665,The Legend of the Lone Ranger,"['Action', 'Adventure', 'Romance', 'Western']","['lone ranger', 'wild bill hickok', 'buffalo bill', 'the lone ranger']",18000000,2945600,11.725.805,3.7,14,98,1981,en,['United States of America'],['ITC Entertainment'],['William A. Fraker'],"['Christopher Lloyd', 'Matt Clark', 'Juanin Clay', 'Jason Robards', 'John Bennett Perry', 'David Hayward', 'Richard Farnsworth', 'Marc Gilpin', 'John Hart', 'Klinton Spilsbury']"
41,75531,Isn't She Great,"['Drama', 'Comedy']","['autism', 'based on article']",36000000,3003296,1.068.453,4.6,14,95,2000,de,['United States of America'],"['Universal Pictures', 'Mutual Film Company', 'Toho Company', 'British Broadcasting Corporation (BBC)', 'Marubeni', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'Lobell/Bergman Productions']",['Andrew Bergman'],"['Bette Midler', 'Nathan Lane', 'Stockard Channing', 'David Hyde Pierce', 'John Cleese']"
42,199933,Atlas Shrugged Part III: Who is John Galt?,"['Drama', 'Science Fiction', 'Mystery']","['trilogy', 'ayn rand']",5000000,846704,1.731.035,3.9,15,99,2014,en,['United States of America'],['Atlas 3 Productions'],['James Manera'],"['Eric Allan Kramer', 'Rob Morrow', 'Stephen Tobolowsky', 'Kristoffer Polaha', 'Lew Temple', 'Mark Moses', 'Laura Regan', 'Joaquim de Almeida', 'Louis Herthum', 'Greg Germann']"
43,39895,From a Whisper to a Scream,"['Comedy', 'Horror']","['civil war', 'narration', 'voodoo', 'necrophilia', 'anthology', 'librarian', 'freak show']",1100000,1400000,1.220.072,6.8,15,99,1987,en,['United States of America'],['Conquest Productions'],['Jeff Burr'],"['Vincent Price', 'Clu Gulager', 'Terry Kiser', 'Rosalind Cash', 'Cameron Mitchell', 'Susan Tyrrell', 'Martine Beswick', 'Ron Brooks', 'Miriam Byrd-Nethery', 'Didi Lanier']"
44,36047,The In Crowd,['Thriller'],['woman director'],15000000,5217498,249.245,4.7,15,105,2000,en,['United States of America'],['Morgan Creek Productions'],['Mary Lambert'],"['Susan Ward', 'Lori Heuring', 'Matthew Settle', 'Nathan Bexton', 'Tess Harper', 'Jay R. Ferguson', 'Ethan Erickson', 'Daniel Hugh Kelly', 'Taylor Negron', 'Katharine Towne']"
45,42618,Sweet Charity,"['Comedy', 'Drama', 'Music', 'Romance']","['broken engagement', 'charity', 'celebrity', 'tragic love', 'dancehall girl', 'based on stage musical', 'based on film']",8000000,20000000,709.143,6.5,15,149,1969,en,['United States of America'],['Universal Pictures'],['Bob Fosse'],"['Shirley MacLaine', 'John McMartin', 'Ricardo Montalban', 'Sammy Davis, Jr.', 'Chita Rivera', 'Paula Kelly', 'Stubby Kaye', 'Barbara Bouchet', 'Suzanne Charney', 'Alan Hewitt']"
46,42345,The Molly Maguires,"['Drama', 'History']","['pennsylvania', 'miner', 'coal mining', 'coal mine', 'pennsylvania coal miner']",11000000,2200000,1.396.985,5.9,16,124,1970,en,['United States of America'],"['Paramount Pictures', 'Tamm Productions']",['Martin Ritt'],"['Sean Connery', 'Samantha Eggar', 'Richard Harris', 'Frank Finlay', 'Anthony Zerbe']"
47,175541,Black Nativity,"['Drama', 'Music']","['musical', 'based on stage musical', 'woman director', 'based on the bible', 'nativity', 'christmas']",17500000,7018189,7.180.403,5.8,16,93,2013,en,['United States of America'],"['Fox Searchlight Pictures', 'Malvern Pictures']",['Kasi Lemmons'],"['Forest Whitaker', 'Angela Bassett', 'Jennifer Hudson', 'Tyrese Gibson', 'Jacob Latimore']"
48,61752,Girl 6,['Comedy'],"['independent film', 'neighbor', 'masturbation', 'phone sex', 'actress']",12000000,4939939,2.993.939,5.7,16,108,1996,en,['United States of America'],"['Fox Searchlight Pictures', '40 Acres & A Mule Filmworks']",['Spike Lee'],"['Theresa Randle', 'Isaiah Washington', 'Spike Lee', 'Jenifer Lewis', 'Debi Mazar', 'Peter Berg', 'Michael Imperioli', 'Kristen Wilson', 'Debra Wilson', 'Naomi Campbell']"
49,33155,Galaxina,"['Comedy', 'Science Fiction']","['android', 'harley davidson', 'cryogenics', 'space travel', 'love', 'parody', 'spaceship', 'space', 'alien', 'motorcycle', 'exercise', 'lasers', 'force field', 'meta film', 'forcefield', 'motorbike', 'cryonics']",5500000,4865000,2.141.143,3.3,16,95,1980,en,['United States of America'],['Marimark Productions'],['William Sachs'],"['Dorothy Stratten', 'Stephen Macht', 'Avery Schreiber', 'Lionel Mark Smith', 'J.D. Hinton', 'Tad Horino', 'Ronald Knight', 'Percy Rodrigues', 'Angelo Rossitto', 'Susan Kiger']"
50,14271,Beyond the Mat,['Documentary'],"['wrestling', 'sport', 'controversial', 'ecw', 'wwe']",2053648,500000,2.778.633,7.8,17,102,1999,en,['United States of America'],"['Imagine Entertainment', 'Universal Pictures', 'Lionsgate']",['Barry W. Blaustein'],"['Mick Foley', 'Terry Funk', 'Vince McMahon', 'Dwayne Johnson', 'Jake Roberts', 'Jesse Ventura', 'Noelle Foley', 'Barry W. Blaustein', 'Michael Manna', 'Scott Anthony Levy']"
51,35032,The Pirate,"['Music', 'Romance']","['musical', 'pirate']",3700000,2956000,90.522,6.6,17,102,1948,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Vincente Minnelli'],"['Judy Garland', 'Gene Kelly', 'Walter Slezak', 'Gladys Cooper', 'Reginald Owen', 'George Zucco', 'Lester Allen', 'Lola Deem', 'Ellen Ross', 'Mary Jo Ellis']"
52,27549,Beastmaster 2: Through the Portal of Time,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['based on novel', 'time travel', 'sequel', 'psychotronic', 'sword and sandal', 'beastmaster', 'warrior', 'time portal', 'gun fight', 'sword and sorcery']",6000000,869325,1.478.505,4.6,17,107,1991,en,['United States of America'],"['Les Films 21', 'Republic Pictures']",['Sylvio Tabet'],"['Marc Singer', 'Kari Wuhrer', 'Sarah Douglas', 'Wings Hauser', 'Robert Fieldsteel', 'Arthur Malet', ""Robert Z'Dar"", 'James Avery', 'Paul Goodman', 'Mark Roberts']"
53,17820,Show Boat,"['Music', 'Romance']","['musical', 'grandmother granddaughter relationship', 'interracial relationship', 'reconciliation', 'riverboat', 'showboat', 'miscegenation', 'paddlewheel boat']",2300000,11000000,1.606.314,6.9,18,107,1951,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['George Sidney'],"['Howard Keel', 'Kathryn Grayson', 'Ava Gardner', 'Joe E. Brown', 'Marge Champion', 'Gower Champion', 'Robert Sterling', 'Agnes Moorehead', 'Bess Flowers', 'Leif Erickson']"
54,43884,The Charge of the Light Brigade,"['Action', 'Adventure', 'Drama', 'War']","['ambush', 'british army', 'fort', 'invasion', 'attack', 'heroism', 'massacre', 'india', 'cavalry', 'tragic death', 'epic battle', 'crimea', 'fiancée', 'brothers', 'brothers love same woman', 'the light brigade', 'horses', 'british lancers', 'society ball']",1200000,2736000,2.968.235,6.8,18,115,1936,en,['United States of America'],['Warner Bros.'],['Michael Curtiz'],"['Errol Flynn', 'Olivia de Havilland', 'Patric Knowles', 'Henry Stephenson', 'Nigel Bruce', 'Donald Crisp', 'David Niven', 'C. Henry Gordon', 'G.P. Huntley', 'Robert Barrat']"
55,5822,Sweet Sweetback's Baadasssss Song,"['Action', 'Drama', 'Romance']","['mexico', 'black people', 'pimp', 'anti hero', 'black panthers', 'black panther', 'blaxploitation', 'unsimulated sex', 'los angeles']",150000,15200000,132.878,4.6,18,97,1971,en,['United States of America'],['Yeah'],['Melvin Van Peebles'],"['Simon Chuckster', 'Melvin Van Peebles', 'Hubert Scales', 'Mario Van Peebles', 'John Dullaghan', 'John Amos', 'Lavelle Roby', 'Rhetta Hughes', 'Norman Fields', 'Joe Tornatore']"
56,65203,The Broadway Melody,"['Drama', 'Music', 'Romance']","['musical', 'singer', 'pre-code', 'wisecrack humor', 'early sound film', 'partially lost film']",379000,4358000,968.865,5,19,100,1929,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],['Harry Beaumont'],"['Charles King', 'Anita Page', 'Bessie Love', 'Nacio Herb Brown', 'Mary Doran', 'Arthur Freed', 'James Gleason', 'Eddie Kane', 'Carla Laemmle', 'Jed Prouty']"
57,2989,Roar,"['Adventure', 'Thriller']","['africa', 'lion', 'elephant', 'vegetarian', 'leopard', 'tiger', 'zebra', 'wildlife', 'independent film', 'jungle', 'blood', 'exploitation film', 'animal attack', 'wildlife reserve', 'wildlife conservation']",17000000,2000000,115.641,5.6,19,102,1981,en,['United States of America'],['American Filmworks'],['Noel Marshall'],"['Tippi Hedren', 'Melanie Griffith', 'Jerry Marshall', 'Kyalo Mativo', 'Rick Glassey']"
58,42889,The Virginity Hit,['Comedy'],"['loss of virginity', 'teenage boy', 'teen comedy', 'teenage sexuality', 'found footage', 'sex comedy', 'virginity']",2000000,563706,3.125.382,4.6,19,120,2010,en,['United States of America'],"['Gary Sanchez Productions', 'Principato-Young Entertainment']","['Huck Botko', 'Andrew Gurland']","['Matt Bennett', 'Zack Pearlman', 'Jacob Davich', 'Justin Kline', 'Krysta Rodriguez']"
59,39141,Tadpole,"['Comedy', 'Drama', 'Romance']",['independent film'],150000,2891288,8.570.328,5.5,19,78,2002,en,['United States of America'],"['IFC Productions', 'InDigEnt (Independent Digital Entertainment)', 'Miramax', 'Dolly Hall Productions']",['Gary Winick'],"['Aaron Stanford', 'Kate Mara', 'Bebe Neuwirth', 'John Ritter', 'Sigourney Weaver', 'Robert Iler', 'Peter Appel', 'Ron Rifkin', 'Alicia Van Couvering', 'Paul Butler']"
60,22256,Without Limits,['Drama'],"['running', 'olympic games', 'sport', 'athlete']",25000000,777423,3.849.873,6.2,19,117,1998,en,['United States of America'],"['Cruise/Wagner Productions', 'Warner Bros.']",['Robert Towne'],"['Billy Crudup', 'Donald Sutherland', 'Monica Potter', 'Jeremy Sisto', 'Matthew Lillard', 'Dean Norris', 'Billy Burke', 'Gabriel Olds', 'Judith Ivey', 'William Mapother']"
61,22301,Hell's Angels,"['Action', 'Drama', 'History']","['world war i', 'zeppelin', 'royal air force', 'royal flying corps', 'dogfight', 'airship']",3950000,8000000,8.484.123,6.1,19,127,1930,en,['United States of America'],['The Caddo Company'],"['James Whale', 'Howard Hughes', 'Edmund Goulding']","['Ben Lyon', 'James Hall', 'Jean Harlow', 'John Darrow', 'Lucien Prival']"
62,18206,Alone With Her,"['Crime', 'Drama', 'Romance', 'Thriller']","['obsession', 'hidden camera', 'stalker', 'independent film', 'invasion of privacy', 'voyeurism']",1000000,10018,2.175.696,6.2,20,78,2006,en,['United States of America'],"['The Weinstein Company', 'Pin Hole Productions LLC']",['Eric Nicholas'],"['Colin Hanks', 'Ana Claudia Talancón', 'Jordana Spiro', 'Jonathon Trent', 'Alex Boling']"
63,13948,An American Carol,"['Comedy', 'Fantasy']","['terrorist', 'parody', 'documentary filmmaker', 'sattire']",20000000,7000000,2.605.374,4.1,20,83,2008,en,['United States of America'],['Mpower Pictures'],['David Zucker'],"['Kevin Farley', 'Kelsey Grammer', 'Leslie Nielsen', 'Trace Adkins', 'Robert Davi', 'Geoffrey Arend', 'Travis Schuldt', 'Jon Voight', 'James Woods', 'Dennis Hopper']"
